date,MonthYear,year,time,occupancy,precinct,bbl,reason,dba,address,zip,floor,corp,sex,race,inspector,notes,buildings_violations,buildings_summonses,buildings_ecb,buildings_violationsCW,fire_violations,fire_summonses,fire_ecb,fire_violationsCW,police_summonses,police_arrests,police_ecb,health_summonses,health_arrests,health_ecb,citation-ANY,citation-YN
12/6/13,12/2013,2013,17:40,Multiple Dwelling,,MN-00277-0021,Complaint,,"35 Market Street, New York, New York 10002",10002,,,,,Parczewski Santiago Davis,"Inspection Note: No Access To Apt , 1st Time.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
10/5/13,10/2013,2013,10:35,Multiple Dwelling,13,MN-00912-0009,Complaint,,"213 East 31st Street, New York, New York 10016",10016,"1c,3c",,,,Santiago Giglio Pugach,"Inspection Note: Based On Physical Inspection And Tenant Intervie, 1c And 3c Are Long Term Tenants. Unable To Determine Trsnsient Use",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
10/22/13,10/2013,2013,11:30,Multiple Dwelling,,MN-01349-0001,Complaint,,301 East 56 Street 10022,10022,,,,,Santiago Levine Pugach Davis,Inspection Note: Apt 3c Unable To Gain Entry To Apt Ls4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
10/21/13,10/2013,2013,12:10,Multiple Dwelling,,,Complaint,,"1 Irving Pl, New York, New York 10003",10003,,,,,Pugach Santiago Levine Davis,"Inspection Note: Unit U9a Occupird By Jake Gale For 1 Year Lease Close Comp,
Room U9a: 1 Occupants ( - ) Origin: Booking:,
-Interview Notes: XXXXXX 1 Year",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
10/17/13,10/2013,2013,12:30,Multiple Dwelling,13,MN-00882-0009,Audit,,"153 East 26 Street, New York, New York",,,,,,Davis Santiago Levine Giglio Pugach,Inspection Note: Audit Closed No Access,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
10/25/13,10/2013,2013,13:20,Multiple Dwelling,,MN-01439-0034,Complaint,,"344 East 65 Street, New York, New York 10065",10065,,,,,Pugach Parczewski Davis Levine Santiago,"ECB DEPT. OF BUILDINGS 35033829K,
Inspection Note: Apt1b For 1 Month, 2d Unable To Gain Entry To Apt, 1c And 1d Unable To Gain Entry To Apts Ls4 Issued Swo Given Go Apt 1a For Conztructiln Being Done",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Yes
10/29/13,10/2013,2013,10:30,Multiple Dwelling,,MN-01055-0063,Complaint,,"646 10 Avenue, New York, New York",,,,,,Pugach Levine,Inspection Note: Unable To Determine Trans Use Based On Occupant Intervoew. 5c Perm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
10/5/13,10/2013,2013,11:10,Multiple Dwelling,18,MN-01067-0051,Complaint,,"446 West 58th Street, New York, New York 10019",10019,,,,,Pugach Santiago Giglio,Inspection Note: Complaints To Be Closed Pursuant To A 2/01/13 And 6/24/12 Inspection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
11/13/13,11/2013,2013,14:50,Multiple Dwelling,,BK-01610-0007,Complaint,,,,"2,3",,,,Levine Giglio Pugach,"Inspection Note: Based On Tenant Interviews, Unable To Determine Trsnsient Use",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
11/18/13,11/2013,2013,17:50,Multiple Dwelling,17,MN-01319-0122,Complaint,,"251 2 Avenue, New York, New York 10003",10003,All,,,,Pugach Santiago Giglio,"ECB 35034000N,
ECB 35034002R,
ECB 35034001P,
FD E409868 (Served),
Inspection Note: As Per Tenant In Apt 4w, Bldg No Longer Being Used As Transient Hotel. Apt 3e Being Used By 2 Russian Females For Prostitution. Females Identified As XXXXXX And XXXXXX. One Male Customer Also Inside Apt Identified As XXXXXX Stated He Was There To Receive A Massage And Happy Ending For $160 For Half Hour. Females At Location Stated They Place Their Ads In Craigslist. Apt 4e Stated They Have Been Tenants For 3 Months And Tenant In Apt 3w Have Been Tenants For 4 Months. Notification Made To Nitro Desk @ 0820 Hrs On 11/19/13. Compl # 2013-538-019089 Generated By Paa Weithers.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Yes
11/20/13,11/2013,2013,20:20,Multiple Dwelling,,MN-00539-0037,Complaint,,"159 Bleecker Street, New York, New York 10012",10012,,,,,Parczewski Santiago Davis,Inspection Note: Unable To Determine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
12/2/13,12/2013,2013,17:30,Multiple Dwelling,Pbms,MN-00881-7501,Complaint,,"61 Lexington Avenue, New York, New York 10010 OF AMERICA",,,,,,Pugach Giglio Levine,Inspection Note: No Exact Location Given Unable To Locate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
11/20/13,11/2013,2013,12:20,Multiple Dwelling,,BK-05859-0055,Complaint,,"6814 Owls Head Court, Brooklyn, New York 11220",11220,,,,,Davis Santiago Parczewski,"Inspection Note: Unable To Determine As Per Tenant 3b, Tenant 5yrs.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
12/23/13,12/2013,2013,12:30,Multiple Dwelling,,MN-01029-0036,Complaint,,"200 West 58th Street, New York, New York 10019",10019,,,,,Parczewski Santiago Tsatsaronis,Inspection Note: No Access To Apt. 4c First Attempt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
11/22/13,11/2013,2013,12:10,Multiple Dwelling,,MN-00754-0016,Complaint,,"345 West 30 Street, New York, New York 10001",10001,,,,,Davis Parczewski Santiago,"Inspection Note: Unable To Determine, Tenant 3yrs",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
11/20/13,11/2013,2013,11:20,Multiple Dwelling,,BK-06117-0029,Complaint,,"364 95 Street, Brooklyn, New York 11209",11209,,,,,Davis Parczewski Santiago,Inspection Note: Unable To Determine As Per Tenant 2b & 3c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
10/18/13,10/2013,2013,20:20,Multiple Dwelling,18,MN-01025-0019,Complaint,,"211 West 53 Street, New York, New York",,,,,,Davis Parczewski Santiago,Inspection Note: Unable To Determine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
10/3/13,10/2013,2013,19:15,Multiple Dwelling,19,MN-01468-0036,Complaint,,"418 East 74th Street, New York, New York 10021",10021,Thruout,,,,Pugach Santiago Giglio Levine,"Inspection Note: As Per Interview With Several Tensnts, Illegal Hotel(toshi) Is No Longer Operating. Unable To Determine Transient Use",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
11/7/13,11/2013,2013,18:50,Multiple Dwelling,,MN-01195-0001,Complaint,,"51 West 81 Street, New York, New York 10024",10024,2,,,,Pugach Giglio Levine Santiago,Inspection Note: Tenant XXXXXX States She Has Been In The Apt For 3 Years. Her Grandparents Let Her Use The Apt. Unable To Determine Transient Use,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
11/4/13,11/2013,2013,11:00,Multiple Dwelling,18,MN-01041-0019,Complaint,,"311 West 50 Street, New York, New York 10019",10019,,,,,Pugach Santiago Davis,"Inspection Note: Unable To Locate, No Exact Location Given",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
10/29/13,10/2013,2013,11:00,Multiple Dwelling,,MN-01037-0059,Complaint,,"350 West 47 Street, New York, New York 10036",10036,,,,,Santiago Davis Parczewski,Inspection Note: Ls4 #1a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
10/3/13,10/2013,2013,10:30,Multiple Dwelling,Pbqn,MN-05180-0049,Complaint,,"4230 Union Street, New York, New York 11355",11355,"Apt 102,103,204",,,,Santiago Giglio Pugach Davis Levine,"Inspection Note: Based On Tenant Interview, Unable To Determine Transient Use",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
12/2/13,12/2013,2013,14:40,Multiple Dwelling,Pbmn,MN-01876-0001,Complaint,,"251 West 104th Street, New York, New York 10025 OF AMERICA",,,,,,Giglio Levine Pugach,Inspection Note: Unable To Gain Access To Apt 3h,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
11/1/13,11/2013,2013,19:50,Multiple Dwelling,,MN-00398-7501,Audit,,"182 East 2nd Street, New York, New York 10009",10009,9,,,,Parczewski Davis Santiago,Inspection Note: No Access Apt 5g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
10/23/13,10/2013,2013,11:10,Multiple Dwelling,,MN-01054-0001,Complaint,,"465 10 Avenue, New York, New York 10018",10018,,,,,Levine Davis Santiago Pugach,"Inspection Note: No Answer In Phb, Pha Is Empty, No Answer 6d Ls4 Issued",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
10/16/13,10/2013,2013,8:50,Multiple Dwelling,,BK-02444-0028,Complaint,,"808 Driggs Avenue, Brooklyn, New York 11211",11211,All,,,,Parczewski Pugach Davis Santiago Giglio,"Inspection Note: Based On Physical Inspection And Several Tenant Interviews, Unable To Determine Transient Use",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
10/29/13,10/2013,2013,10:10,Multiple Dwelling,,MN-01054-0001,Complaint,,"626 10th Avenue, New York, New York 10036 OF AMERICA",,,,,,Levine Pugach,Inspection Note: Unable To Determine Trans Use.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
12/2/13,12/2013,2013,13:00,Multiple Dwelling,Pbmn,MN-01203-0017,Complaint,,"41 West 89th Street, New York, New York 10024 OF AMERICA",,,,,,Levine Pugach Giglio,"Inspection Note: 1f Perm, 3f Perm As Per Tenant No Longer Renting Short Term, Unable To Degermine Trans Use",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
12/6/13,12/2013,2013,18:50,Multiple Dwelling,,MN-00146-0014,Complaint,,"148 Duane Street, New York, New York 10013",10013,,,,,Santiago Davis Parczewski,Inspection Note: Unable To Determine As Per Tenant 2fl.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
12/11/13,12/2013,2013,16:30,Multiple Dwelling,18,MN-01044-0029,Complaint,,301 West 53 Street 10019,10019,,,,,Santiago Giglio Pugach,Inspection Note: Unable To Determine Transient Use - No Specific Location Given,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
10/18/13,10/2013,2013,20:20,Multiple Dwelling,18,MN-01025-0019,IFD,,"211 West 53 Street, New York, New York",,,,,,Parczewski Davis Santiago,"DOB 070913CMTF01KP (Complied With),
DOB 070913CMTF03KP (Complied With),
DOB 070913CMTF04KP (Complied With),
DOB 070913CMTF02KP (Complied With)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
10/25/13,10/2013,2013,13:20,Multiple Dwelling,,MN-01439-0034,Complaint,,"344 East 65th Street, New York, New York 10065 OF AMERICA",,,,,,Pugach Santiago Davis Levine Parczewski,Inspection Note: Unable To Gain Entry To Apts Ls4 Issued,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
11/20/13,11/2013,2013,18:00,Multiple Dwelling,,MN-00548-0070,Complaint,,"300 Mercer Street, New York, New York 10003",10003,,,,,Parczewski Davis Santiago,"Inspection Note: Re Visit Required , Wrong Informatiuon Provided.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
11/20/13,11/2013,2013,12:10,Multiple Dwelling,,BK-05888-0007,Complaint,,"7107 Narrows Avenue, Brooklyn, New York 11209",11209,,,,,Santiago Parczewski Davis,Inspection Note: No Access 2nd Visit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
11/15/13,11/2013,2013,10:30,Multiple Dwelling,Pbms,BK-03049-0029,Complaint,,"347 Lorimer Street, Brooklyn, New York 11206",11206,,,,,Giglio Levine Parczewski Santiago Pugach,"Inspection Note: Unable To Determine Trans Use Based On Occupant Interview Apt 15 2months, Apt 8 , 4 Months",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
11/1/13,11/2013,2013,11:20,Multiple Dwelling,,MN-01041-0011,Complaint,,"350 West 51 Street, New York, New York",,,,,,Santiago Levine Davis Giglio Pugach,Inspection Note: No Exact Location Given Unable To Locate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
10/16/13,10/2013,2013,12:10,Multiple Dwelling,10,MN-00734-0037,Complaint,,"400 West 37th Street, New York, New York 10018",10018,"11,6,7,5",,,,Davis Giglio Santiago Parczewski Pugach,Inspection Note: Unable To Determine Transient Use,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
10/21/13,10/2013,2013,12:50,Multiple Dwelling,,MN-00619-0039,Complaint,,"107 Christopher Street, New York, New York 10014",10014,,,,,Santiago Pugach Levine Davis,Inspection Note: Apt 5 Unable Go Gain Entry Prev Ls4 Close Comp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
11/26/13,11/2013,2013,12:40,Multiple Dwelling,,MN-01369-0036,Complaint,,"426 East 58 Street, New York, New York 10022",10022,,,,,Davis Santiago Parczewski Giglio,"ECB DEPT. OF BUILDINGS 35033954J,
ECB DEPT. OF BUILDINGS 35033955L,
ECB DEPT. OF BUILDINGS 35033957P,
ECB DEPT. OF BUILDINGS 35033953H,
ECB DEPT. OF BUILDINGS 35033956N,
FD E409873 (Served),
Room Apt 5b: 2 Occupants (11/26/2013 - 12/01/2013) Origin: Indiana Booking: Airbnb,
-Interview Notes:",0,0,5,0,1,0,0,0,0,0,0,0,0,0,6,Yes
11/1/13,11/2013,2013,10:20,Multiple Dwelling,,MN-00479-0019,Complaint,,"18 Spring Street, New York, New York 10012",10012,,,,,Levine Davis Giglio Pugach Santiago,Inspection Note: Unable To Determine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
12/5/13,12/2013,2013,11:20,Multiple Dwelling,,MN-00573-0043,Complaint,,"24 5th Avenue, New York, New York 10003",10003,,,,,Davis Giglio Levine Pugach Santiago,"Inspection Note: Unable To Determine As Per Tenat #232, Resides Fo 5 Yrs (XXXXXX)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
12/5/13,12/2013,2013,12:30,Multiple Dwelling,6,MN-01602-0066,Complaint,,"6, East, 97th, Street, New York 10029",10029,,,,,Santiago Levine Davis Pugach Giglio,"Inspection Note: Apt 6d Has 1 Year Lease, Apt 6c Perm Res Unable To Determine Trans Use",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
10/13/13,10/2013,2013,12:50,Multiple Dwelling,,MN-00629-0023,Complaint,,"324 West 14 Street, New York, New York 10014",10014,,,,,Pugach Santiago Levine Giglio Davis,Inspection Note: No Exact Location Unable To Locate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
11/13/13,11/2013,2013,15:00,Multiple Dwelling,,MN-00300-0006,Complaint,,"46 Eldridge Street, New York, New York 10002",10002,,,,,Davis Parczewski,"Inspection Note: Unable To Determine As Per Apt1, All 1 Family",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
11/12/13,11/2013,2013,11:40,Multiple Dwelling,,MN-00867-0048,Complaint,,"30 East 38 Street, New York, New York 10016",10016,,,,,Parczewski Davis,"Inspection Note: Unable To Determine As Per Tenant 5b,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
10/29/13,10/2013,2013,10:20,Multiple Dwelling,,MN-01037-0049,Complaint,,"328 West 47 Street, New York, New York 10036",10036,,,,,Santiago Davis Parczewski,"Inspection Note: Unable To Determine ,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
10/23/13,10/2013,2013,13:40,Multiple Dwelling,,MN-01054-0028,Complaint,,"405 West 44th Street, New York, New York 10036",10036,,,,,Pugach Davis Santiago Levine,"Inspection Note: Apt 3e Perm, 3w Perm, 2e Na, 2w Had 2 People From Germany That Payed Sister 4000 To Stay The Last Mon0th Of Her 3 Month Stay Booked By Sister Through Ny Guest Services",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
10/29/13,10/2013,2013,11:00,Multiple Dwelling,,MN-01056-0011,Complaint,,"451 West 46 Street, New York, New York",,,,,,Pugach Levine,Inspection Note: Unable To Determine Trans Use Baded On Interview With Tennant In 2 B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
11/6/13,11/2013,2013,10:00,Multiple Dwelling,,MN-00162-0041,Complaint,,"6 Chatham Square, New York, New York 10038",10038,,,,,Pugach Davis,Inspection Note: No Access,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
10/31/13,10/2013,2013,12:40,Multiple Dwelling,,MN-00629-0027,Complaint,,"316 West 14 Street, New York, New York 10014",10014,,,,,Davis Santiago Levine Pugach,Inspection Note: No Exact Location Given Unable To Locate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
11/8/13,11/2013,2013,10:20,Multiple Dwelling,5,MN-00280-0052,Complaint,,"17 Catherine Street, New York, New York 10038",10038,,,,,Parczewski Giglio Davis Santiago,Inspection Note: Unable To Determine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
10/18/13,10/2013,2013,12:00,Multiple Dwelling,Pbms,MN-01058-0009,IFD,,"443 West 48 Street, New York, New York",,,,,,Levine Santiago Giglio Parczewski,"DOB (Served),
FD (Served),
Inspection Note: Appointment Made No One There Unable To Inspect Ifd $ 2013-96r",1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,Yes
10/3/13,10/2013,2013,10:13,Multiple Dwelling,109,QN-05180-0022,Complaint,,"42-11 Kissena Blvd, New York, New York",,,,,,Davis Santiago Levine Giglio Pugach,Inspection Note: Apt # 3b Mo Access Ls4 Left,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
12/2/13,12/2013,2013,16:50,Multiple Dwelling,Pbms,MN-01333-0023,Complaint,,"Tudor City Place, New York, New York 10017",10017,,,,,Pugach Giglio Levine,Inspection Note: Apts 1030 And 1034 Both 1 Year Leases Unable To Determine Trans Useage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
11/1/13,11/2013,2013,11:20,Multiple Dwelling,18,MN-01039-0015,Complaint,,"341 West 48 Street, New York, New York 10036",10036,,,,,Levine Davis Santiago Pugach Giglio,Inspection Note: No Access 2nd Visit.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
11/7/13,11/2013,2013,16:40,Multiple Dwelling,,MN-00972-0001,Complaint,,"540 East 20th Street, New York, New York 10009",10009,"8,10",,,,Pugach Levine Giglio Santiago,"Inspection Note: As Per Tensnt Interview, Unable To Determine Transient Use",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
11/13/13,11/2013,2013,,Multiple Dwelling,,MN-00274-0001,Complaint,,"47 Monroe Street, New York, New York 10002",10002,,,,,Davis Parczewski,Inspection Note: No Access 2nd X.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
11/8/13,11/2013,2013,10:00,Multiple Dwelling,5,MN-00162-0041,Complaint,,"6 Chatham Square, New York, New York 10038",10038,,,,,Davis Santiago Parczewski Giglio,Inspection Note: Unable To Determine As Per 3fl Tenant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
10/31/13,10/2013,2013,12:40,Multiple Dwelling,,MN-00629-0029,Complaint,,"304 312 West 14 Street, New York, New York 10014",10014,,,,,Giglio Levine Davis Santiago Pugach,Inspection Note: No Exact Location Given Unable To Locate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
10/31/13,10/2013,2013,9:20,Multiple Dwelling,,MN-00827-0067,Posting,,"36 West 26th Street, New York, New York 10010",10010,,,,,Santiago Davis Pugach Giglio Levine,Inspection Note: Fd Violations Posted,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
11/8/13,11/2013,2013,10:50,Multiple Dwelling,5,MN-00276-0032,Complaint,,"114 Madison Street, New York, New York 10002",10002,,,,,Parczewski Santiago Giglio Davis,Inspection Note: No Accessb 2x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
11/1/13,11/2013,2013,9:20,Multiple Dwelling,,MN-00494-0039,Complaint,,"37 Spring Street, New York, New York 10012",10012,,,,,Levine Giglio Pugach Santiago Davis,"Inspection Note: 3 Na, 1 Perm, 5 Perm, 9 Perm, 10 Perm, 14 Perm, 15 Na Unable To Determine Trans Use",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
12/16/13,12/2013,2013,12:00,Multiple Dwelling,Pbmn,MN-01895-0001,Complaint,,"400 Riverside Drive, New York, New York 10025",10025,,,,,Davis Levine Giglio Santiago Pugach,Inspection Note: Apt 3a Perm Tennant For 35 Years Has Friends Stay With Her. Unable To Determine Trans Use,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
12/16/13,12/2013,2013,11:40,Multiple Dwelling,Pbmn,MN-02064-0030,Complaint,,"785 Street Nicholas Avenue, New York, New York 10031",10031,,,,,Davis Pugach Giglio Levine Santiago,Inspection Note: Unable To Determine Trans Use,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
11/13/13,11/2013,2013,14:10,Multiple Dwelling,,MN-00283-0006,Complaint,,"119 Henry Street, New York, New York 10002",10002,,,,,Davis Parczewski,"Inspection Note: Unable To Determine As Per Tenant Apt 1, 1yr Lease.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
10/29/13,10/2013,2013,10:30,Multiple Dwelling,,MN-01055-0004,Complaint,,"642 10 Avenue, New York, New York",,,,,,Levine Pugach,Inspection Note: Unable To Gain Entry To Bldg. Ls4 Issued,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
12/18/13,12/2013,2013,17:40,Multiple Dwelling,,MN-00145-7503,Complaint,,"109 Reade Street, New York, New York 10013",10013,,,,,Pugach Davis,"Inspection Note: Unable To Determine As Per XXXXXX, Tenant For 2yrs.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
10/21/13,10/2013,2013,,Multiple Dwelling,,MN-00464-0051,Complaint,,"17 Street Mark's Place, New York, New York 10003",10003,,,,,Pugach Santiago Davis Levine,Inspection Note: No Answer # 9 Ls4 Second Time Close Comp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
12/5/13,12/2013,2013,19:00,Multiple Dwelling,,MN-00866-0064,Complaint,,"16 East 37 Street, New York, New York 10016",10016,,,,,Santiago Davis Pugach Levine Giglio,Inspection Note: Unable To Determine Trans Use According To XXXXXX Mgr Renting Company Stopped Short Term 2 Months Ago,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
12/6/13,12/2013,2013,17:00,Multiple Dwelling,,MN-00274-0013,Complaint,,"73 Monroe Street, New York, New York 10002",10002,,,,,Santiago Parczewski Davis,Inspection Note: Unable To Determine As Per 1 Fl Tenant.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
10/17/13,10/2013,2013,13:50,Multiple Dwelling,18,MN-01036-0048,Complaint,,"336 West 46 Street, New York, New York",,,,,,Santiago Pugach Davis Giglio Levine,Inspection Note: Unable To Determine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
12/18/13,12/2013,2013,18:00,Multiple Dwelling,,MN-00016-0100,Complaint,,"375 South End Avenue, New York, New York 10280",10280,,,,,Pugach Davis,"Inspection Note: Unable To Determine As Per XXXXXX, Tenant 30yrs.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
11/13/13,11/2013,2013,13:50,Multiple Dwelling,,MN-00282-0012,Complaint,,"93 Henry Street, New York, New York 10002",10002,,,,,Davis Parczewski,"Inspection Note: No Access, Apt 3c & 5b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
10/16/13,10/2013,2013,9:40,Multiple Dwelling,Pbmn,MN-01469-0032,Complaint,,"436 East 75th Street, New York, New York 10021",10021,4th,,,,Parczewski Davis Santiago Giglio Pugach,Inspection Note: No Access - Ls4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
10/16/13,10/2013,2013,12:30,Multiple Dwelling,18,MN-01055-0036,Complaint,,"400 West 46th Street, New York, New York 10036",10036,3,,,,Davis Pugach Parczewski Santiago Giglio,"Inspection Note: Based On Tenant Interview, Unable To Determine Transient Use",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
12/4/13,12/2013,2013,16:50,Multiple Dwelling,,MN-00722-0045,Complaint,,"406 West 25 Street, New York, New York",,,,,,Giglio Santiago Pugach Davis,"Inspection Note: Unable To Determine, No Exact Location Given",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
11/20/13,11/2013,2013,20:50,Multiple Dwelling,,MN-00543-0021,Complaint,,"121 Macdougal Street, New York, New York 10012",10012,,,,,Santiago Davis Parczewski,Inspection Note: Unable To Determine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
11/25/13,11/2013,2013,9:50,Multiple Dwelling,Pbms,MN-00588-0045,Complaint,,"110 Bedford Street, New York, New York 10014",10014,,,,,Levine Santiago Giglio Parczewski Davis,"Inspection Note: As Per XXXXXX, Who Is Also Complainant, No Longer Using Apt As Hotel. Apt 2a Has Been Rented To A Couple For A Few Years",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
10/31/13,10/2013,2013,11:20,Multiple Dwelling,,MN-01039-0015,Complaint,,"341 West 48 Street, New York, New York 10036",10036,,,,,Levine Giglio Santiago Davis Pugach,Inspection Note: Apts Not Occupied At This Time No Access At This Timr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
10/17/13,10/2013,2013,17:50,Multiple Dwelling,Pbms,MN-00886-0087,Complaint,,"100 East 31 Street, New York, New York",,,,,,Pugach Santiago Levine,"Inspection Note: Unable To Detrrmine Trans Use Rec Close Comp Due To Occupant Interviewswho State That Trans Use No Longer Being Done Interviews With 2a, 2c,3b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
10/3/13,10/2013,2013,18:40,Multiple Dwelling,Pbmn,MN-01520-0034,Complaint,,"175 East 91st Street, New York, New York 10128",10128,All,,,,Levine Pugach Santiago Giglio,Inspection Note: Unable To Determine Transient Use,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
10/25/13,10/2013,2013,11:00,Multiple Dwelling,,MN-01457-7501,Complaint,,"403 East 62 Street, New York, New York 10065",10065,,,,,Pugach Davis Levine Parczewski Santiago,Inspection Note: Unable To Gain Entry To Apt 5b Ls4 Second Time,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
10/21/13,10/2013,2013,11:20,Multiple Dwelling,,MN-00545-0046,Complaint,,"416 Lafayette Street, New York, New York 10003",10003,,,,,Santiago Pugach Levine Davis,Inspection Note: No Answer # 3g Ls4 Secomd Time Close Comps,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
11/26/13,11/2013,2013,10:10,Multiple Dwelling,,MN-01233-0025,Complaint,,"207 West 85 Street, New York, New York 10024",10024,,,,,Parczewski Santiago Giglio Davis,Inspection Note: Unable To Determine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
11/29/13,11/2013,2013,11:00,Multiple Dwelling,Pbms,MN-00765-0041,Complaint,,"200 West 16th Street, New York, New York 10011 OF AMERICA",,,,,,Santiago Levine Parczewski,"FD E409874 (Served),
Inspection Note: 170 Apts No Exact Location Given",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Yes
11/22/13,11/2013,2013,11:40,Multiple Dwelling,18,MN-01042-0015,Complaint,,"339 West 51 Street, New York, New York 10019",10019,3c,,,,Giglio Pugach Levine,Inspection Note: Apt Vacant - Being Painted. Neighbor Will Contact Office If They See Transients.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
10/28/13,10/2013,2013,12:20,Multiple Dwelling,,MN-01039-0051,Complaint,,"330 West 49 Street, New York, New York 10019",10019,,,,,Santiago Giglio Levine Parczewski Davis,Inspection Note: Ls4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
